         100

   41.9817657      -13.5397158       14.6570168       15.0000000    
   12.6312037      -18.7125225       18.0901356       15.0000000    
   45.0594521       2.71397424      -10.3698769       15.0000000    
  -5.65983868      -10.5493307      -4.24370337       15.0000000    
  -11.1086788      -5.57939625       30.8940067       15.0000000    
   25.8208237       6.57863522      -33.0621452       15.0000000    
   59.1076698       8.71195412       25.2195263       15.0000000    
  -8.21353722      -36.6889839       30.0209141       15.0000000    
   22.8245163       34.7702942      -23.2513237       15.0000000    
  -24.8610115      -36.7704163       5.06385279       15.0000000    
   26.2377625      -46.9736328      -59.3988762       15.0000000    
   50.6078224      -59.1172104      -46.8039055       15.0000000    
   30.1220360      -17.2302341      -58.9064674       15.0000000    
   58.9749031      -68.3564072      -74.0917892       15.0000000    
   49.3294792      -11.7337065      -36.5265045       15.0000000    
   1.21518993      -43.0790367      -75.4831314       15.0000000    
   15.3481703      -2.04732394      -80.1482239       15.0000000    
  -17.9938812      -32.4587784      -55.0326729       15.0000000    
   37.4698296      -72.2637405      -23.2547741       15.0000000    
   72.5941544      -55.1291962      -26.7864895       15.0000000    
  -42.1960678      -13.6710920       7.16337252       15.0000000    
  -35.0948677       15.2626715       3.64031649       15.0000000    
  -70.3170853      -14.4983530       17.5810928       15.0000000    
  -46.2977409       33.1111069       24.9927311       15.0000000    
  -82.2846146      0.417031527       40.6961555       15.0000000    
  -74.7644882      -27.7780132      -8.94954205       15.0000000    
  -92.0896072      -27.8352032       38.3137741       15.0000000    
  -24.0377464       19.8677139       40.1289330       15.0000000    
  -30.0110512       6.49616528      -24.5962963       15.0000000    
  -84.2619705      -10.4466600      -31.5200806       15.0000000    
  -17.5854855       64.0679169       6.25414515       15.0000000    
   2.83427143       48.3400650       21.6055565       15.0000000    
  -2.81159496       78.6820679      -15.3828564       15.0000000    
  -41.5206833       80.2729111       14.2857685       15.0000000    
  -15.1055565       47.9703560       45.6477013       15.0000000    
  -60.1058922       58.9648590       24.3135395       15.0000000    
  -1.25411987       18.7209797       19.1573009       15.0000000    
  -55.5974770       50.9935570       52.8815384       15.0000000    
   26.1247559       50.5107689       40.3896599       15.0000000    
  -57.2695427       76.6249008      -10.9860592       15.0000000    
  -63.2945862      -15.2267990       82.7050552       15.0000000    
  -58.5389786      -32.9816055       58.9953156       15.0000000    
  -39.9025955      -18.8982162       101.126114       15.0000000    
  -41.7732391      -57.3131866       64.1803436       15.0000000    
  -88.8460693      -11.5062180       67.4315414       15.0000000    
  -61.8843307      -73.4063492       79.5606995       15.0000000    
  -61.4618149     -0.296112061       110.568550       15.0000000    
  -16.0509758      -3.83332062       90.9207077       15.0000000    
  -35.6770782      -48.4744644       36.1675911       15.0000000    
  -51.8422775      -70.6347809       39.2574844       15.0000000    
   14.9869633      -27.3214798       82.9303970       15.0000000    
   19.4361420      -2.92723083       66.0449677       15.0000000    
   3.50882530      -48.3767891       64.9046402       15.0000000    
   6.45272064      -22.1973801       111.230644       15.0000000    
   24.6412258      -66.4691467       76.1338730       15.0000000    
  -19.3529816      -37.4234238       112.724899       15.0000000    
   43.6283112      -53.0660515       57.1641426       15.0000000    
   32.1391525      -11.9920959       40.4236107       15.0000000    
   4.73963737      -47.7538414       127.313446       15.0000000    
   45.6515579       10.2225342       72.3567429       15.0000000    
   27.6792622      -115.210678       56.9233055       15.0000000    
  -2.18696022      -112.666122       58.1627426       15.0000000    
   37.1476135      -120.047562       84.9758453       15.0000000    
  -14.1355400      -106.603607       85.0041580       15.0000000    
   24.1811962      -127.044067       111.108215       15.0000000    
  -25.8552399      -131.642792       96.6527710       15.0000000    
  -29.7606087      -93.5116119       62.9940224       15.0000000    
  -6.95233154      -115.037102       28.6384048       15.0000000    
  -47.9329453      -97.7926559       86.4766922       15.0000000    
   38.4905853      -149.327454       78.5828552       15.0000000    
   53.7401886      -135.027252       103.059814       15.0000000    
   31.6632366      -153.533844       111.433128       15.0000000    
   59.7482376      -117.463837       126.627701       15.0000000    
   74.2503128      -122.313217       85.2354660       15.0000000    
   71.2711716      -136.340210       146.898605       15.0000000    
   46.6452789      -173.442566       94.7248306       15.0000000    
   82.3599777      -109.353333       139.917084       15.0000000    
   64.1487808      -163.629517       72.4238739       15.0000000    
   57.3542480      -116.417824       61.1569595       15.0000000    
   45.4269485      -110.476440       152.045731       15.0000000    
  -59.7678452      -128.904419       30.1186142       15.0000000    
  -59.3894806      -99.4836502       35.9738312       15.0000000    
  -50.5510559      -132.228226       1.76364136       15.0000000    
  -52.6592331      -154.659088       43.7625389       15.0000000    
  -76.9040833      -143.188919      -7.47764587       15.0000000    
  -77.4873276      -109.414207       57.7417755       15.0000000    
  -20.7739525      -128.597885       1.39360046       15.0000000    
  -90.7812042      -164.147858       8.89783478       15.0000000    
  -106.745682      -140.547363      -5.89508820       15.0000000    
  -57.0051727      -146.284637       72.2402420       15.0000000    
  -60.3563538      -172.768524       89.5445480       15.0000000    
  -35.1730270      -157.336731       84.2834396       15.0000000    
  -60.8408508      -195.514282       69.9892960       15.0000000    
  -15.9678993      -168.407013       64.0694427       15.0000000    
  -10.4043007      -157.470917       101.209595       15.0000000    
  -26.8674202      -159.762955       37.4895248       15.0000000    
   11.4632149      -174.471939       89.6867142       15.0000000    
  -32.5628891      -130.760345       42.6272125       15.0000000    
  -4.89477825      -182.174988       117.314468       15.0000000    
  -37.8536682      -185.125824       25.8252907       15.0000000    
