2072

20 28 27 0.5 100 0,20239075
20 29 27 0.5 100 0,20239076
20 30 27 0.5 100 0,20239077
20 31 27 0.5 100 0,20239078
20 32 27 0.5 100 0,20239079
20 27 28 0.5 100 0,20244075
20 28 28 0.5 100 0,20244076
20 29 28 0.5 100 0,20244077
20 30 28 0.5 100 0,20244078
20 31 28 0.5 100 0,20244079
20 32 28 0.5 100 0,20244080
20 33 28 0.5 100 0,20244081
20 27 29 0.5 100 0,20249076
20 28 29 0.5 100 0,20249077
20 29 29 0.5 100 0,20249078
20 30 29 0.5 100 0,20249079
20 31 29 0.5 100 0,20249080
20 32 29 0.5 100 0,20249081
20 33 29 0.5 100 0,20249082
20 27 30 0.5 100 0,20254077
20 28 30 0.5 100 0,20254078
20 29 30 0.5 100 0,20254079
20 30 30 0.5 100 0,20254080
20 31 30 0.5 100 0,20254081
20 32 30 0.5 100 0,20254082
20 33 30 0.5 100 0,20254083
20 27 31 0.5 100 0,20259078
20 28 31 0.5 100 0,20259079
20 29 31 0.5 100 0,20259080
20 30 31 0.5 100 0,20259081
20 31 31 0.5 100 0,20259082
20 32 31 0.5 100 0,20259083
20 33 31 0.5 100 0,20259084
20 27 32 0.5 100 0,20264079
20 28 32 0.5 100 0,20264080
20 29 32 0.5 100 0,20264081
20 30 32 0.5 100 0,20264082
20 31 32 0.5 100 0,20264083
20 32 32 0.5 100 0,20264084
20 33 32 0.5 100 0,20264085
20 28 33 0.5 100 0,20269081
20 29 33 0.5 100 0,20269082
20 30 33 0.5 100 0,20269083
20 31 33 0.5 100 0,20269084
20 32 33 0.5 100 0,20269085
21 28 25 0.5 100 0,21234274
21 29 25 0.5 100 0,21234275
21 30 25 0.5 100 0,21234276
21 31 25 0.5 100 0,21234277
21 32 25 0.5 100 0,21234278
21 26 26 0.5 100 0,21239273
21 27 26 0.5 100 0,21239274
21 28 26 0.5 100 0,21239275
21 29 26 0.5 100 0,21239276
21 30 26 0.5 100 0,21239277
21 31 26 0.5 100 0,21239278
21 32 26 0.5 100 0,21239279
21 33 26 0.5 100 0,21239280
21 34 26 0.5 100 0,21239281
21 26 27 0.5 100 0,21244274
21 27 27 0.5 100 0,21244275
21 28 27 0.5 100 0,21244276
21 29 27 0.5 100 0,21244277
21 30 27 0.5 100 0,21244278
21 31 27 0.5 100 0,21244279
21 32 27 0.5 100 0,21244280
21 33 27 0.5 100 0,21244281
21 34 27 0.5 100 0,21244282
21 25 28 0.5 100 0,21249274
21 26 28 0.5 100 0,21249275
21 27 28 0.5 100 0,21249276
21 28 28 0.5 100 0,21249277
21 29 28 0.5 100 0,21249278
21 30 28 0.5 100 0,21249279
21 31 28 0.5 100 0,21249280
21 32 28 0.5 100 0,21249281
21 33 28 0.5 100 0,21249282
21 34 28 0.5 100 0,21249283
21 35 28 0.5 100 0,21249284
21 25 29 0.5 100 0,21254275
21 26 29 0.5 100 0,21254276
21 27 29 0.5 100 0,21254277
21 28 29 0.5 100 0,21254278
21 29 29 0.5 100 0,21254279
21 30 29 0.5 100 0,21254280
21 31 29 0.5 100 0,21254281
21 32 29 0.5 100 0,21254282
21 33 29 0.5 100 0,21254283
21 34 29 0.5 100 0,21254284
21 35 29 0.5 100 0,21254285
21 25 30 0.5 100 0,21259276
21 26 30 0.5 100 0,21259277
21 27 30 0.5 100 0,21259278
21 28 30 0.5 100 0,21259279
21 29 30 0.5 100 0,21259280
21 30 30 0.5 100 0,21259281
21 31 30 0.5 100 0,21259282
21 32 30 0.5 100 0,21259283
21 33 30 0.5 100 0,21259284
21 34 30 0.5 100 0,21259285
21 35 30 0.5 100 0,21259286
21 25 31 0.5 100 0,21264277
21 26 31 0.5 100 0,21264278
21 27 31 0.5 100 0,21264279
21 28 31 0.5 100 0,21264280
21 29 31 0.5 100 0,21264281
21 30 31 0.5 100 0,21264282
21 31 31 0.5 100 0,21264283
21 32 31 0.5 100 0,21264284
21 33 31 0.5 100 0,21264285
21 34 31 0.5 100 0,21264286
21 35 31 0.5 100 0,21264287
21 25 32 0.5 100 0,21269278
21 26 32 0.5 100 0,21269279
21 27 32 0.5 100 0,21269280
21 28 32 0.5 100 0,21269281
21 29 32 0.5 100 0,21269282
21 30 32 0.5 100 0,21269283
21 31 32 0.5 100 0,21269284
21 32 32 0.5 100 0,21269285
21 33 32 0.5 100 0,21269286
21 34 32 0.5 100 0,21269287
21 35 32 0.5 100 0,21269288
21 26 33 0.5 100 0,21274280
21 27 33 0.5 100 0,21274281
21 28 33 0.5 100 0,21274282
21 29 33 0.5 100 0,21274283
21 30 33 0.5 100 0,21274284
21 31 33 0.5 100 0,21274285
21 32 33 0.5 100 0,21274286
21 33 33 0.5 100 0,21274287
21 34 33 0.5 100 0,21274288
21 26 34 0.5 100 0,21279281
21 27 34 0.5 100 0,21279282
21 28 34 0.5 100 0,21279283
21 29 34 0.5 100 0,21279284
21 30 34 0.5 100 0,21279285
21 31 34 0.5 100 0,21279286
21 32 34 0.5 100 0,21279287
21 33 34 0.5 100 0,21279288
21 34 34 0.5 100 0,21279289
21 28 35 0.5 100 0,21284284
21 29 35 0.5 100 0,21284285
21 30 35 0.5 100 0,21284286
21 31 35 0.5 100 0,21284287
21 32 35 0.5 100 0,21284288
22 30 23 0.5 100 0,22229475
22 27 24 0.5 100 0,22234473
22 28 24 0.5 100 0,22234474
22 29 24 0.5 100 0,22234475
22 30 24 0.5 100 0,22234476
22 31 24 0.5 100 0,22234477
22 32 24 0.5 100 0,22234478
22 33 24 0.5 100 0,22234479
22 26 25 0.5 100 0,22239473
22 27 25 0.5 100 0,22239474
22 28 25 0.5 100 0,22239475
22 29 25 0.5 100 0,22239476
22 30 25 0.5 100 0,22239477
22 31 25 0.5 100 0,22239478
22 32 25 0.5 100 0,22239479
22 33 25 0.5 100 0,22239480
22 34 25 0.5 100 0,22239481
22 25 26 0.5 100 0,22244473
22 26 26 0.5 100 0,22244474
22 27 26 0.5 100 0,22244475
22 28 26 0.5 100 0,22244476
22 29 26 0.5 100 0,22244477
22 30 26 0.5 0 100,22244478
22 31 26 0.5 100 0,22244479
22 32 26 0.5 100 0,22244480
22 33 26 0.5 100 0,22244481
22 34 26 0.5 100 0,22244482
22 35 26 0.5 100 0,22244483
22 24 27 0.5 100 0,22249473
22 25 27 0.5 100 0,22249474
22 26 27 0.5 100 0,22249475
22 27 27 0.5 100 0,22249476
22 28 27 0.5 0 100,22249477
22 29 27 0.5 0 100,22249478
22 30 27 0.5 0 100,22249479
22 31 27 0.5 0 100,22249480
22 32 27 0.5 0 100,22249481
22 33 27 0.5 100 0,22249482
22 34 27 0.5 100 0,22249483
22 35 27 0.5 100 0,22249484
22 36 27 0.5 100 0,22249485
22 24 28 0.5 100 0,22254474
22 25 28 0.5 100 0,22254475
22 26 28 0.5 100 0,22254476
22 27 28 0.5 0 100,22254477
22 28 28 0.5 0 100,22254478
22 29 28 0.5 0 100,22254479
22 30 28 0.5 0 100,22254480
22 31 28 0.5 0 100,22254481
22 32 28 0.5 0 100,22254482
22 33 28 0.5 0 100,22254483
22 34 28 0.5 100 0,22254484
22 35 28 0.5 100 0,22254485
22 36 28 0.5 100 0,22254486
22 24 29 0.5 100 0,22259475
22 25 29 0.5 100 0,22259476
22 26 29 0.5 100 0,22259477
22 27 29 0.5 0 100,22259478
22 28 29 0.5 0 100,22259479
22 29 29 0.5 0 100,22259480
22 30 29 0.5 0 100,22259481
22 31 29 0.5 0 100,22259482
22 32 29 0.5 0 100,22259483
22 33 29 0.5 0 100,22259484
22 34 29 0.5 100 0,22259485
22 35 29 0.5 100 0,22259486
22 36 29 0.5 100 0,22259487
22 23 30 0.5 100 0,22264475
22 24 30 0.5 100 0,22264476
22 25 30 0.5 100 0,22264477
22 26 30 0.5 0 100,22264478
22 27 30 0.5 0 100,22264479
22 28 30 0.5 0 100,22264480
22 29 30 0.5 0 100,22264481
22 30 30 0.5 0 100,22264482
22 31 30 0.5 0 100,22264483
22 32 30 0.5 0 100,22264484
22 33 30 0.5 0 100,22264485
22 34 30 0.5 0 100,22264486
22 35 30 0.5 100 0,22264487
22 36 30 0.5 100 0,22264488
22 37 30 0.5 100 0,22264489
22 24 31 0.5 100 0,22269477
22 25 31 0.5 100 0,22269478
22 26 31 0.5 100 0,22269479
22 27 31 0.5 0 100,22269480
22 28 31 0.5 0 100,22269481
22 29 31 0.5 0 100,22269482
22 30 31 0.5 0 100,22269483
22 31 31 0.5 0 100,22269484
22 32 31 0.5 0 100,22269485
22 33 31 0.5 0 100,22269486
22 34 31 0.5 100 0,22269487
22 35 31 0.5 100 0,22269488
22 36 31 0.5 100 0,22269489
22 24 32 0.5 100 0,22274478
22 25 32 0.5 100 0,22274479
22 26 32 0.5 100 0,22274480
22 27 32 0.5 0 100,22274481
22 28 32 0.5 0 100,22274482
22 29 32 0.5 0 100,22274483
22 30 32 0.5 0 100,22274484
22 31 32 0.5 0 100,22274485
22 32 32 0.5 0 100,22274486
22 33 32 0.5 0 100,22274487
22 34 32 0.5 100 0,22274488
22 35 32 0.5 100 0,22274489
22 36 32 0.5 100 0,22274490
22 24 33 0.5 100 0,22279479
22 25 33 0.5 100 0,22279480
22 26 33 0.5 100 0,22279481
22 27 33 0.5 100 0,22279482
22 28 33 0.5 0 100,22279483
22 29 33 0.5 0 100,22279484
22 30 33 0.5 0 100,22279485
22 31 33 0.5 0 100,22279486
22 32 33 0.5 0 100,22279487
22 33 33 0.5 100 0,22279488
22 34 33 0.5 100 0,22279489
22 35 33 0.5 100 0,22279490
22 36 33 0.5 100 0,22279491
22 25 34 0.5 100 0,22284481
22 26 34 0.5 100 0,22284482
22 27 34 0.5 100 0,22284483
22 28 34 0.5 100 0,22284484
22 29 34 0.5 100 0,22284485
22 30 34 0.5 0 100,22284486
22 31 34 0.5 100 0,22284487
22 32 34 0.5 100 0,22284488
22 33 34 0.5 100 0,22284489
22 34 34 0.5 100 0,22284490
22 35 34 0.5 100 0,22284491
22 26 35 0.5 100 0,22289483
22 27 35 0.5 100 0,22289484
22 28 35 0.5 100 0,22289485
22 29 35 0.5 100 0,22289486
22 30 35 0.5 100 0,22289487
22 31 35 0.5 100 0,22289488
22 32 35 0.5 100 0,22289489
22 33 35 0.5 100 0,22289490
22 34 35 0.5 100 0,22289491
22 27 36 0.5 100 0,22294485
22 28 36 0.5 100 0,22294486
22 29 36 0.5 100 0,22294487
22 30 36 0.5 100 0,22294488
22 31 36 0.5 100 0,22294489
22 32 36 0.5 100 0,22294490
22 33 36 0.5 100 0,22294491
22 30 37 0.5 100 0,22299489
23 30 22 0.5 100 0,23229675
23 27 23 0.5 100 0,23234673
23 28 23 0.5 100 0,23234674
23 29 23 0.5 100 0,23234675
23 30 23 0.5 100 0,23234676
23 31 23 0.5 100 0,23234677
23 32 23 0.5 100 0,23234678
23 33 23 0.5 100 0,23234679
23 25 24 0.5 100 0,23239672
23 26 24 0.5 100 0,23239673
23 27 24 0.5 100 0,23239674
23 28 24 0.5 100 0,23239675
23 29 24 0.5 100 0,23239676
23 30 24 0.5 100 0,23239677
23 31 24 0.5 100 0,23239678
23 32 24 0.5 100 0,23239679
23 33 24 0.5 100 0,23239680
23 34 24 0.5 100 0,23239681
23 35 24 0.5 100 0,23239682
23 24 25 0.5 100 0,23244672
23 25 25 0.5 100 0,23244673
23 26 25 0.5 100 0,23244674
23 27 25 0.5 100 0,23244675
23 28 25 0.5 0 100,23244676
23 29 25 0.5 0 100,23244677
23 30 25 0.5 0 100,23244678
23 31 25 0.5 0 100,23244679
23 32 25 0.5 0 100,23244680
23 33 25 0.5 100 0,23244681
23 34 25 0.5 100 0,23244682
23 35 25 0.5 100 0,23244683
23 36 25 0.5 100 0,23244684
23 24 26 0.5 100 0,23249673
23 25 26 0.5 100 0,23249674
23 26 26 0.5 100 0,23249675
23 27 26 0.5 0 100,23249676
23 28 26 0.5 0 100,23249677
23 29 26 0.5 0 100,23249678
23 30 26 0.5 0 100,23249679
23 31 26 0.5 0 100,23249680
23 32 26 0.5 0 100,23249681
23 33 26 0.5 0 100,23249682
23 34 26 0.5 100 0,23249683
23 35 26 0.5 100 0,23249684
23 36 26 0.5 100 0,23249685
23 23 27 0.5 100 0,23254673
23 24 27 0.5 100 0,23254674
23 25 27 0.5 100 0,23254675
23 26 27 0.5 0 100,23254676
23 27 27 0.5 0 100,23254677
23 28 27 0.5 0 100,23254678
23 29 27 0.5 0 100,23254679
23 30 27 0.5 0 100,23254680
23 31 27 0.5 0 100,23254681
23 32 27 0.5 0 100,23254682
23 33 27 0.5 0 100,23254683
23 34 27 0.5 0 100,23254684
23 35 27 0.5 100 0,23254685
23 36 27 0.5 100 0,23254686
23 37 27 0.5 100 0,23254687
23 23 28 0.5 100 0,23259674
23 24 28 0.5 100 0,23259675
23 25 28 0.5 0 100,23259676
23 26 28 0.5 0 100,23259677
23 27 28 0.5 0 100,23259678
23 28 28 0.5 0 100,23259679
23 29 28 0.5 0 100,23259680
23 30 28 0.5 0 100,23259681
23 31 28 0.5 0 100,23259682
23 32 28 0.5 0 100,23259683
23 33 28 0.5 0 100,23259684
23 34 28 0.5 0 100,23259685
23 35 28 0.5 0 100,23259686
23 36 28 0.5 100 0,23259687
23 37 28 0.5 100 0,23259688
23 23 29 0.5 100 0,23264675
23 24 29 0.5 100 0,23264676
23 25 29 0.5 0 100,23264677
23 26 29 0.5 0 100,23264678
23 27 29 0.5 0 100,23264679
23 28 29 0.5 0 100,23264680
23 29 29 0.5 0 100,23264681
23 30 29 0.5 0 100,23264682
23 31 29 0.5 0 100,23264683
23 32 29 0.5 0 100,23264684
23 33 29 0.5 0 100,23264685
23 34 29 0.5 0 100,23264686
23 35 29 0.5 0 100,23264687
23 36 29 0.5 100 0,23264688
23 37 29 0.5 100 0,23264689
23 22 30 0.5 100 0,23269675
23 23 30 0.5 100 0,23269676
23 24 30 0.5 100 0,23269677
23 25 30 0.5 0 100,23269678
23 26 30 0.5 0 100,23269679
23 27 30 0.5 0 100,23269680
23 28 30 0.5 0 100,23269681
23 29 30 0.5 0 100,23269682
23 30 30 0.5 0 100,23269683
23 31 30 0.5 0 100,23269684
23 32 30 0.5 0 100,23269685
23 33 30 0.5 0 100,23269686
23 34 30 0.5 0 100,23269687
23 35 30 0.5 0 100,23269688
23 36 30 0.5 100 0,23269689
23 37 30 0.5 100 0,23269690
23 38 30 0.5 100 0,23269691
23 23 31 0.5 100 0,23274677
23 24 31 0.5 100 0,23274678
23 25 31 0.5 0 100,23274679
23 26 31 0.5 0 100,23274680
23 27 31 0.5 0 100,23274681
23 28 31 0.5 0 100,23274682
23 29 31 0.5 0 100,23274683
23 30 31 0.5 0 100,23274684
23 31 31 0.5 0 100,23274685
23 32 31 0.5 0 100,23274686
23 33 31 0.5 0 100,23274687
23 34 31 0.5 0 100,23274688
23 35 31 0.5 0 100,23274689
23 36 31 0.5 100 0,23274690
23 37 31 0.5 100 0,23274691
23 23 32 0.5 100 0,23279678
23 24 32 0.5 100 0,23279679
23 25 32 0.5 0 100,23279680
23 26 32 0.5 0 100,23279681
23 27 32 0.5 0 100,23279682
23 28 32 0.5 0 100,23279683
23 29 32 0.5 0 100,23279684
23 30 32 0.5 0 100,23279685
23 31 32 0.5 0 100,23279686
23 32 32 0.5 0 100,23279687
23 33 32 0.5 0 100,23279688
23 34 32 0.5 0 100,23279689
23 35 32 0.5 0 100,23279690
23 36 32 0.5 100 0,23279691
23 37 32 0.5 100 0,23279692
23 23 33 0.5 100 0,23284679
23 24 33 0.5 100 0,23284680
23 25 33 0.5 100 0,23284681
23 26 33 0.5 0 100,23284682
23 27 33 0.5 0 100,23284683
23 28 33 0.5 0 100,23284684
23 29 33 0.5 0 100,23284685
23 30 33 0.5 0 100,23284686
23 31 33 0.5 0 100,23284687
23 32 33 0.5 0 100,23284688
23 33 33 0.5 0 100,23284689
23 34 33 0.5 0 100,23284690
23 35 33 0.5 100 0,23284691
23 36 33 0.5 100 0,23284692
23 37 33 0.5 100 0,23284693
23 24 34 0.5 100 0,23289681
23 25 34 0.5 100 0,23289682
23 26 34 0.5 100 0,23289683
23 27 34 0.5 0 100,23289684
23 28 34 0.5 0 100,23289685
23 29 34 0.5 0 100,23289686
23 30 34 0.5 0 100,23289687
23 31 34 0.5 0 100,23289688
23 32 34 0.5 0 100,23289689
23 33 34 0.5 0 100,23289690
23 34 34 0.5 100 0,23289691
23 35 34 0.5 100 0,23289692
23 36 34 0.5 100 0,23289693
23 24 35 0.5 100 0,23294682
23 25 35 0.5 100 0,23294683
23 26 35 0.5 100 0,23294684
23 27 35 0.5 100 0,23294685
23 28 35 0.5 0 100,23294686
23 29 35 0.5 0 100,23294687
23 30 35 0.5 0 100,23294688
23 31 35 0.5 0 100,23294689
23 32 35 0.5 0 100,23294690
23 33 35 0.5 100 0,23294691
23 34 35 0.5 100 0,23294692
23 35 35 0.5 100 0,23294693
23 36 35 0.5 100 0,23294694
23 25 36 0.5 100 0,23299684
23 26 36 0.5 100 0,23299685
23 27 36 0.5 100 0,23299686
23 28 36 0.5 100 0,23299687
23 29 36 0.5 100 0,23299688
23 30 36 0.5 100 0,23299689
23 31 36 0.5 100 0,23299690
23 32 36 0.5 100 0,23299691
23 33 36 0.5 100 0,23299692
23 34 36 0.5 100 0,23299693
23 35 36 0.5 100 0,23299694
23 27 37 0.5 100 0,23304687
23 28 37 0.5 100 0,23304688
23 29 37 0.5 100 0,23304689
23 30 37 0.5 100 0,23304690
23 31 37 0.5 100 0,23304691
23 32 37 0.5 100 0,23304692
23 33 37 0.5 100 0,23304693
23 30 38 0.5 100 0,23309691
24 27 22 0.5 100 0,24234873
24 28 22 0.5 100 0,24234874
24 29 22 0.5 100 0,24234875
24 30 22 0.5 100 0,24234876
