2072

24 31 22 0.5 100 0,24234877
24 32 22 0.5 100 0,24234878
24 33 22 0.5 100 0,24234879
24 25 23 0.5 100 0,24239872
24 26 23 0.5 100 0,24239873
24 27 23 0.5 100 0,24239874
24 28 23 0.5 100 0,24239875
24 29 23 0.5 100 0,24239876
24 30 23 0.5 100 0,24239877
24 31 23 0.5 100 0,24239878
24 32 23 0.5 100 0,24239879
24 33 23 0.5 100 0,24239880
24 34 23 0.5 100 0,24239881
24 35 23 0.5 100 0,24239882
24 24 24 0.5 100 0,24244872
24 25 24 0.5 100 0,24244873
24 26 24 0.5 100 0,24244874
24 27 24 0.5 100 0,24244875
24 28 24 0.5 0 100,24244876
24 29 24 0.5 0 100,24244877
24 30 24 0.5 0 100,24244878
24 31 24 0.5 0 100,24244879
24 32 24 0.5 0 100,24244880
24 33 24 0.5 100 0,24244881
24 34 24 0.5 100 0,24244882
24 35 24 0.5 100 0,24244883
24 36 24 0.5 100 0,24244884
24 23 25 0.5 100 0,24249872
24 24 25 0.5 100 0,24249873
24 25 25 0.5 100 0,24249874
24 26 25 0.5 0 100,24249875
24 27 25 0.5 0 100,24249876
24 28 25 0.5 0 100,24249877
24 29 25 0.5 0 100,24249878
24 30 25 0.5 0 100,24249879
24 31 25 0.5 0 100,24249880
24 32 25 0.5 0 100,24249881
24 33 25 0.5 0 100,24249882
24 34 25 0.5 0 100,24249883
24 35 25 0.5 100 0,24249884
24 36 25 0.5 100 0,24249885
24 37 25 0.5 100 0,24249886
24 23 26 0.5 100 0,24254873
24 24 26 0.5 100 0,24254874
24 25 26 0.5 0 100,24254875
24 26 26 0.5 0 100,24254876
24 27 26 0.5 0 100,24254877
24 28 26 0.5 0 100,24254878
24 29 26 0.5 0 100,24254879
24 30 26 0.5 0 100,24254880
24 31 26 0.5 0 100,24254881
24 32 26 0.5 0 100,24254882
24 33 26 0.5 0 100,24254883
24 34 26 0.5 0 100,24254884
24 35 26 0.5 0 100,24254885
24 36 26 0.5 100 0,24254886
24 37 26 0.5 100 0,24254887
24 22 27 0.5 100 0,24259873
24 23 27 0.5 100 0,24259874
24 24 27 0.5 100 0,24259875
24 25 27 0.5 0 100,24259876
24 26 27 0.5 0 100,24259877
24 27 27 0.5 0 100,24259878
24 28 27 0.5 0 100,24259879
24 29 27 0.5 0 100,24259880
24 30 27 0.5 0 100,24259881
24 31 27 0.5 0 100,24259882
24 32 27 0.5 0 100,24259883
24 33 27 0.5 0 100,24259884
24 34 27 0.5 0 100,24259885
24 35 27 0.5 0 100,24259886
24 36 27 0.5 100 0,24259887
24 37 27 0.5 100 0,24259888
24 38 27 0.5 100 0,24259889
24 22 28 0.5 100 0,24264874
24 23 28 0.5 100 0,24264875
24 24 28 0.5 0 100,24264876
24 25 28 0.5 0 100,24264877
24 26 28 0.5 0 100,24264878
24 27 28 0.5 0 100,24264879
24 28 28 0.5 0 100,24264880
24 29 28 0.5 0 100,24264881
24 30 28 0.5 0 100,24264882
24 31 28 0.5 0 100,24264883
24 32 28 0.5 0 100,24264884
24 33 28 0.5 0 100,24264885
24 34 28 0.5 0 100,24264886
24 35 28 0.5 0 100,24264887
24 36 28 0.5 0 100,24264888
24 37 28 0.5 100 0,24264889
24 38 28 0.5 100 0,24264890
24 22 29 0.5 100 0,24269875
24 23 29 0.5 100 0,24269876
24 24 29 0.5 0 100,24269877
24 25 29 0.5 0 100,24269878
24 26 29 0.5 0 100,24269879
24 27 29 0.5 0 100,24269880
24 28 29 0.5 0 100,24269881
24 29 29 0.5 0 100,24269882
24 30 29 0.5 0 100,24269883
24 31 29 0.5 0 100,24269884
24 32 29 0.5 0 100,24269885
24 33 29 0.5 0 100,24269886
24 34 29 0.5 0 100,24269887
24 35 29 0.5 0 100,24269888
24 36 29 0.5 0 100,24269889
24 37 29 0.5 100 0,24269890
24 38 29 0.5 100 0,24269891
24 22 30 0.5 100 0,24274876
24 23 30 0.5 100 0,24274877
24 24 30 0.5 0 100,24274878
24 25 30 0.5 0 100,24274879
24 26 30 0.5 0 100,24274880
24 27 30 0.5 0 100,24274881
24 28 30 0.5 0 100,24274882
24 29 30 0.5 0 100,24274883
24 30 30 0.5 0 100,24274884
24 31 30 0.5 0 100,24274885
24 32 30 0.5 0 100,24274886
24 33 30 0.5 0 100,24274887
24 34 30 0.5 0 100,24274888
24 35 30 0.5 0 100,24274889
24 36 30 0.5 0 100,24274890
24 37 30 0.5 100 0,24274891
24 38 30 0.5 100 0,24274892
24 22 31 0.5 100 0,24279877
24 23 31 0.5 100 0,24279878
24 24 31 0.5 0 100,24279879
24 25 31 0.5 0 100,24279880
24 26 31 0.5 0 100,24279881
24 27 31 0.5 0 100,24279882
24 28 31 0.5 0 100,24279883
24 29 31 0.5 0 100,24279884
24 30 31 0.5 0 100,24279885
24 31 31 0.5 0 100,24279886
24 32 31 0.5 0 100,24279887
24 33 31 0.5 0 100,24279888
24 34 31 0.5 0 100,24279889
24 35 31 0.5 0 100,24279890
24 36 31 0.5 0 100,24279891
24 37 31 0.5 100 0,24279892
24 38 31 0.5 100 0,24279893
24 22 32 0.5 100 0,24284878
24 23 32 0.5 100 0,24284879
24 24 32 0.5 0 100,24284880
24 25 32 0.5 0 100,24284881
24 26 32 0.5 0 100,24284882
24 27 32 0.5 0 100,24284883
24 28 32 0.5 0 100,24284884
24 29 32 0.5 0 100,24284885
24 30 32 0.5 0 100,24284886
24 31 32 0.5 0 100,24284887
24 32 32 0.5 0 100,24284888
24 33 32 0.5 0 100,24284889
24 34 32 0.5 0 100,24284890
24 35 32 0.5 0 100,24284891
24 36 32 0.5 0 100,24284892
24 37 32 0.5 100 0,24284893
24 38 32 0.5 100 0,24284894
24 22 33 0.5 100 0,24289879
24 23 33 0.5 100 0,24289880
24 24 33 0.5 100 0,24289881
24 25 33 0.5 0 100,24289882
24 26 33 0.5 0 100,24289883
24 27 33 0.5 0 100,24289884
24 28 33 0.5 0 100,24289885
24 29 33 0.5 0 100,24289886
24 30 33 0.5 0 100,24289887
24 31 33 0.5 0 100,24289888
24 32 33 0.5 0 100,24289889
24 33 33 0.5 0 100,24289890
24 34 33 0.5 0 100,24289891
24 35 33 0.5 0 100,24289892
24 36 33 0.5 100 0,24289893
24 37 33 0.5 100 0,24289894
24 38 33 0.5 100 0,24289895
24 23 34 0.5 100 0,24294881
24 24 34 0.5 100 0,24294882
24 25 34 0.5 0 100,24294883
24 26 34 0.5 0 100,24294884
24 27 34 0.5 0 100,24294885
24 28 34 0.5 0 100,24294886
24 29 34 0.5 0 100,24294887
24 30 34 0.5 0 100,24294888
24 31 34 0.5 0 100,24294889
24 32 34 0.5 0 100,24294890
24 33 34 0.5 0 100,24294891
24 34 34 0.5 0 100,24294892
24 35 34 0.5 0 100,24294893
24 36 34 0.5 100 0,24294894
24 37 34 0.5 100 0,24294895
24 23 35 0.5 100 0,24299882
24 24 35 0.5 100 0,24299883
24 25 35 0.5 100 0,24299884
24 26 35 0.5 0 100,24299885
24 27 35 0.5 0 100,24299886
24 28 35 0.5 0 100,24299887
24 29 35 0.5 0 100,24299888
24 30 35 0.5 0 100,24299889
24 31 35 0.5 0 100,24299890
24 32 35 0.5 0 100,24299891
24 33 35 0.5 0 100,24299892
24 34 35 0.5 0 100,24299893
24 35 35 0.5 100 0,24299894
24 36 35 0.5 100 0,24299895
24 37 35 0.5 100 0,24299896
24 24 36 0.5 100 0,24304884
24 25 36 0.5 100 0,24304885
24 26 36 0.5 100 0,24304886
24 27 36 0.5 100 0,24304887
24 28 36 0.5 0 100,24304888
24 29 36 0.5 0 100,24304889
24 30 36 0.5 0 100,24304890
24 31 36 0.5 0 100,24304891
24 32 36 0.5 0 100,24304892
24 33 36 0.5 100 0,24304893
24 34 36 0.5 100 0,24304894
24 35 36 0.5 100 0,24304895
24 36 36 0.5 100 0,24304896
24 25 37 0.5 100 0,24309886
24 26 37 0.5 100 0,24309887
24 27 37 0.5 100 0,24309888
24 28 37 0.5 100 0,24309889
24 29 37 0.5 100 0,24309890
24 30 37 0.5 100 0,24309891
24 31 37 0.5 100 0,24309892
24 32 37 0.5 100 0,24309893
24 33 37 0.5 100 0,24309894
24 34 37 0.5 100 0,24309895
24 35 37 0.5 100 0,24309896
24 27 38 0.5 100 0,24314889
24 28 38 0.5 100 0,24314890
24 29 38 0.5 100 0,24314891
24 30 38 0.5 100 0,24314892
24 31 38 0.5 100 0,24314893
24 32 38 0.5 100 0,24314894
24 33 38 0.5 100 0,24314895
25 28 21 0.5 100 0,25235074
25 29 21 0.5 100 0,25235075
25 30 21 0.5 100 0,25235076
25 31 21 0.5 100 0,25235077
25 32 21 0.5 100 0,25235078
25 26 22 0.5 100 0,25240073
25 27 22 0.5 100 0,25240074
25 28 22 0.5 100 0,25240075
25 29 22 0.5 100 0,25240076
25 30 22 0.5 100 0,25240077
25 31 22 0.5 100 0,25240078
25 32 22 0.5 100 0,25240079
25 33 22 0.5 100 0,25240080
25 34 22 0.5 100 0,25240081
25 24 23 0.5 100 0,25245072
25 25 23 0.5 100 0,25245073
25 26 23 0.5 100 0,25245074
25 27 23 0.5 100 0,25245075
25 28 23 0.5 0 100,25245076
25 29 23 0.5 0 100,25245077
25 30 23 0.5 0 100,25245078
25 31 23 0.5 0 100,25245079
25 32 23 0.5 0 100,25245080
25 33 23 0.5 100 0,25245081
25 34 23 0.5 100 0,25245082
25 35 23 0.5 100 0,25245083
25 36 23 0.5 100 0,25245084
25 23 24 0.5 100 0,25250072
25 24 24 0.5 100 0,25250073
25 25 24 0.5 100 0,25250074
25 26 24 0.5 0 100,25250075
25 27 24 0.5 0 100,25250076
25 28 24 0.5 0 100,25250077
25 29 24 0.5 0 100,25250078
25 30 24 0.5 0 100,25250079
25 31 24 0.5 0 100,25250080
25 32 24 0.5 0 100,25250081
25 33 24 0.5 0 100,25250082
25 34 24 0.5 0 100,25250083
25 35 24 0.5 100 0,25250084
25 36 24 0.5 100 0,25250085
25 37 24 0.5 100 0,25250086
25 23 25 0.5 100 0,25255073
25 24 25 0.5 100 0,25255074
