4940

21 8 2 15 0
0 0 0 15 100
0 24 0 0.5 0
0 25 0 0.5 0
0 26 0 0.5 0
0 27 0 0.5 0
0 28 0 0.5 0
0 29 0 0.5 0
0 30 0 0.5 0
0 31 0 0.5 0
0 32 0 0.5 0
0 24 1 0.5 0
0 25 1 0.5 0
0 26 1 0.5 0
0 27 1 0.5 0
0 28 1 0.5 0
0 29 1 0.5 0
0 30 1 0.5 0
0 31 1 0.5 0
0 32 1 0.5 0
0 24 2 0.5 0
0 25 2 0.5 0
0 26 2 0.5 0
0 27 2 0.5 0
0 28 2 0.5 0
0 29 2 0.5 0
0 30 2 0.5 0
0 31 2 0.5 0
0 32 2 0.5 0
0 24 3 0.5 0
0 25 3 0.5 0
0 26 3 0.5 0
0 27 3 0.5 0
0 28 3 0.5 0
0 29 3 0.5 0
0 30 3 0.5 0
0 31 3 0.5 0
0 32 3 0.5 0
0 24 4 0.5 0
0 25 4 0.5 0
0 26 4 0.5 0
0 27 4 0.5 0
0 28 4 0.5 0
0 29 4 0.5 0
0 30 4 0.5 0
0 31 4 0.5 0
0 32 4 0.5 0
0 24 5 0.5 0
0 25 5 0.5 0
0 26 5 0.5 0
0 27 5 0.5 0
0 28 5 0.5 0
0 29 5 0.5 0
0 30 5 0.5 0
0 31 5 0.5 0
0 23 6 0.5 0
0 24 6 0.5 0
0 25 6 0.5 0
0 26 6 0.5 0
0 27 6 0.5 0
0 28 6 0.5 0
0 29 6 0.5 0
0 30 6 0.5 0
0 31 6 0.5 0
0 23 7 0.5 0
0 24 7 0.5 0
0 25 7 0.5 0
0 26 7 0.5 0
0 27 7 0.5 0
0 28 7 0.5 0
0 29 7 0.5 0
0 30 7 0.5 0
0 31 7 0.5 0
0 23 8 0.5 0
0 24 8 0.5 0
0 25 8 0.5 0
0 26 8 0.5 0
0 27 8 0.5 0
0 28 8 0.5 0
0 29 8 0.5 0
0 30 8 0.5 0
0 31 8 0.5 0
0 22 9 0.5 0
0 23 9 0.5 0
0 24 9 0.5 0
0 25 9 0.5 0
0 26 9 0.5 0
0 27 9 0.5 0
0 28 9 0.5 0
0 29 9 0.5 0
0 30 9 0.5 0
0 31 9 0.5 0
0 22 10 0.5 0
0 23 10 0.5 0
0 24 10 0.5 0
0 25 10 0.5 0
0 26 10 0.5 0
0 27 10 0.5 0
0 28 10 0.5 0
0 29 10 0.5 0
0 30 10 0.5 0
1 25 0 0.5 0
1 26 0 0.5 0
1 27 0 0.5 0
1 28 0 0.5 0
1 29 0 0.5 0
1 30 0 0.5 0
1 31 0 0.5 0
1 32 0 0.5 0
1 25 1 0.5 0
1 26 1 0.5 0
1 27 1 0.5 0
1 28 1 0.5 0
1 29 1 0.5 0
1 30 1 0.5 0
1 31 1 0.5 0
1 32 1 0.5 0
1 25 2 0.5 0
1 26 2 0.5 0
1 27 2 0.5 0
1 28 2 0.5 0
1 29 2 0.5 0
1 30 2 0.5 0
1 31 2 0.5 0
1 32 2 0.5 0
1 25 3 0.5 0
1 26 3 0.5 0
1 27 3 0.5 0
1 28 3 0.5 0
1 29 3 0.5 0
1 30 3 0.5 0
1 31 3 0.5 0
1 32 3 0.5 0
1 25 4 0.5 0
1 26 4 0.5 0
1 27 4 0.5 0
1 28 4 0.5 0
1 29 4 0.5 0
1 30 4 0.5 0
1 31 4 0.5 0
1 32 4 0.5 0
1 25 5 0.5 0
1 26 5 0.5 0
1 27 5 0.5 0
1 28 5 0.5 0
1 29 5 0.5 0
1 30 5 0.5 0
1 31 5 0.5 0
1 32 5 0.5 0
1 25 6 0.5 0
1 26 6 0.5 0
1 27 6 0.5 0
1 28 6 0.5 0
1 29 6 0.5 0
1 30 6 0.5 0
1 31 6 0.5 0
1 32 6 0.5 0
1 24 7 0.5 0
1 25 7 0.5 0
1 26 7 0.5 0
1 27 7 0.5 0
1 28 7 0.5 0
1 29 7 0.5 0
1 30 7 0.5 0
1 31 7 0.5 0
1 32 7 0.5 0
1 24 8 0.5 0
1 25 8 0.5 0
1 26 8 0.5 0
1 27 8 0.5 0
1 28 8 0.5 0
1 29 8 0.5 0
1 30 8 0.5 0
1 31 8 0.5 0
1 32 8 0.5 0
1 24 9 0.5 0
1 25 9 0.5 0
1 26 9 0.5 0
1 27 9 0.5 0
1 28 9 0.5 0
1 29 9 0.5 0
1 30 9 0.5 0
1 31 9 0.5 0
1 23 10 0.5 0
1 24 10 0.5 0
1 25 10 0.5 0
1 26 10 0.5 0
1 27 10 0.5 0
1 28 10 0.5 0
1 29 10 0.5 0
1 30 10 0.5 0
1 31 10 0.5 0
2 26 0 0.5 0
2 27 0 0.5 0
2 28 0 0.5 0
2 29 0 0.5 0
2 30 0 0.5 0
