          10

   9.44377184E-02 -0.532081902     -0.162920117       5.00000000    
   8.47063637      -2.49555779      -5.26037693       5.00000000    
  -8.48445320      -5.64502096      0.347458482       5.00000000    
   9.61024570       6.96799278      -8.28403378       5.00000000    
  -11.1067896       2.23545146       5.91715240       5.00000000    
   9.97824192      -2.52931643       22.8909035       5.00000000    
  0.888669491      -3.14906693       18.7683334       5.00000000    
   14.8855457       5.39856958       26.5057297       5.00000000    
  0.748788357       1.04308498       9.69054031       5.00000000    
  -7.98631144      -7.70390129       19.4670773       5.00000000    
