          10

  0.904438257      -3.89624834E-02 -0.865996361       5.00000000    
   3.81684494      -9.31991291      -3.18587589       5.00000000    
  -3.95673275       3.36490226       7.18277502       5.00000000    
   11.8058033      -11.8769846       2.25819778       5.00000000    
  0.670251131       11.7080736       4.18569660       5.00000000    
   20.0692139      -8.90089417      -2.52290058       5.00000000    
   12.8954096      -7.81060505      -9.40387344       5.00000000    
   27.9738274      -15.0241518      -2.37194777       5.00000000    
   12.6907883      -13.4569511      -17.6547470       5.00000000    
   24.0981274      -16.4687195       6.73256636       5.00000000    
