          10

  0.776105404      -1.59948087      -1.33346272       5.00000000    
   9.97916603     -0.348761171       2.37320328       5.00000000    
  -7.24665260      -6.00657225       2.69306207       5.00000000    
   9.93696213       6.95034742       9.20849419       5.00000000    
   19.6975594      -2.30376530       1.05761647       5.00000000    
   19.3910961       4.94340944       16.5252037       5.00000000    
   17.0582008       13.4612923       11.8344374       5.00000000    
   27.7313080       2.34490871       21.3923054       5.00000000    
   22.2635326       21.8298168       13.5292435       5.00000000    
   11.4569006       19.0201778       5.69243145       5.00000000    
