2315176

2534 2039 65 5 0 0 0
2526 2045 65 5 0 0 0
2538 2042 72 5 0 0 0
2543 2037 62 5 0 0 0
2528 2045 55 5 0 0 0
2530 2039 77 5 0 0 0
2530 2054 58 5 0 0 0
2520 2053 62 5 0 0 0
2538 2060 61 5 0 0 0
2520 2038 74 5 0 0 0
2516 2035 51 5 0 0 0
2507 2033 51 5 0 0 0
2519 2031 60 5 0 0 0
2503 2032 60 5 0 0 0
2517 2038 67 5 0 0 0
2526 2038 60 5 0 0 0
2513 2039 44 5 0 0 0
2508 2026 45 5 0 0 0
2528 2027 60 5 0 0 0
2531 2037 51 5 0 0 0
2497 2016 52 5 0 0 0
2506 2014 47 5 0 0 0
2495 2026 49 5 0 0 0
2512 2021 51 5 0 0 0
2499 2009 58 5 0 0 0
2514 2018 42 5 0 0 0
2491 2021 41 5 0 0 0
2513 2008 41 5 0 0 0
2497 2025 34 5 0 0 0
2492 2025 58 5 0 0 0
2521 2012 56 5 0 0 0
2526 2003 56 5 0 0 0
2521 2014 66 5 0 0 0
2525 2014 47 5 0 0 0
2514 2018 62 5 0 0 0
2527 2024 50 5 0 0 0
2521 2006 43 5 0 0 0
2524 2022 41 5 0 0 0
2507 2015 56 5 0 0 0
2535 2020 45 5 0 0 0
2483 2017 46 5 0 0 0
2488 2017 55 5 0 0 0
2484 2026 43 5 0 0 0
2490 2009 51 5 0 0 0
2482 2020 35 5 0 0 0
2480 2031 51 5 0 0 0
2472 2018 37 5 0 0 0
2481 2019 62 5 0 0 0
2467 2025 42 5 0 0 0
2479 2028 31 5 0 0 0
2465 2021 64 5 0 0 0
2469 2030 61 5 0 0 0
2472 2015 65 5 0 0 0
2458 2027 67 5 0 0 0
2464 2030 52 5 0 0 0
2454 2034 61 5 0 0 0
2474 2017 55 5 0 0 0
2459 2038 54 5 0 0 0
2474 2020 72 5 0 0 0
2468 2009 55 5 0 0 0
2491 2053 54 5 0 0 0
2495 2044 57 5 0 0 0
2489 2057 63 5 0 0 0
2490 2049 45 5 0 0 0
2499 2041 48 5 0 0 0
2501 2043 64 5 0 0 0
2483 2058 51 5 0 0 0
2495 2036 63 5 0 0 0
2498 2048 39 5 0 0 0
2497 2049 70 5 0 0 0
2502 2069 65 5 0 0 0
2492 2070 62 5 0 0 0
2507 2070 56 5 0 0 0
2510 2065 68 5 0 0 0
2492 2062 55 5 0 0 0
2509 2055 65 5 0 0 0
2510 2074 71 5 0 0 0
2488 2065 69 5 0 0 0
2491 2076 54 5 0 0 0
2506 2072 46 5 0 0 0
2472 2043 42 5 0 0 0
2476 2035 44 5 0 0 0
2479 2047 36 5 0 0 0
2466 2049 37 5 0 0 0
2476 2048 27 5 0 0 0
2483 2056 40 5 0 0 0
2467 2052 26 5 0 0 0
2484 2035 37 5 0 0 0
2485 2038 47 5 0 0 0
2483 2054 24 5 0 0 0
2468 2048 50 5 0 0 0
2469 2056 55 5 0 0 0
2474 2042 55 5 0 0 0
2461 2054 45 5 0 0 0
2469 2043 64 5 0 0 0
2482 2045 51 5 0 0 0
2483 2040 59 5 0 0 0
2468 2051 63 5 0 0 0
2463 2036 64 5 0 0 0
2475 2063 58 5 0 0 0
2589 2072 42 5 0 0 0
2581 2078 42 5 0 0 0
2593 2075 49 5 0 0 0
2598 2070 39 5 0 0 0
2583 2078 32 5 0 0 0
2585 2072 54 5 0 0 0
2585 2087 35 5 0 0 0
2575 2086 39 5 0 0 0
2593 2093 38 5 0 0 0
2575 2071 51 5 0 0 0
2571 2068 28 5 0 0 0
2562 2066 28 5 0 0 0
2574 2064 37 5 0 0 0
2558 2065 37 5 0 0 0
2572 2071 44 5 0 0 0
2581 2071 37 5 0 0 0
2568 2072 21 5 0 0 0
2563 2059 22 5 0 0 0
2583 2060 37 5 0 0 0
2586 2070 28 5 0 0 0
2552 2049 29 5 0 0 0
2561 2047 24 5 0 0 0
2550 2059 26 5 0 0 0
2567 2054 28 5 0 0 0
2554 2042 35 5 0 0 0
2569 2051 19 5 0 0 0
2546 2054 18 5 0 0 0
2568 2041 18 5 0 0 0
2552 2058 11 5 0 0 0
2547 2058 35 5 0 0 0
2576 2045 33 5 0 0 0
2581 2036 33 5 0 0 0
2576 2047 43 5 0 0 0
2580 2047 24 5 0 0 0
2569 2051 39 5 0 0 0
2582 2057 27 5 0 0 0
2576 2039 20 5 0 0 0
2579 2055 18 5 0 0 0
2562 2048 33 5 0 0 0
2590 2053 22 5 0 0 0
2538 2050 23 5 0 0 0
2543 2050 32 5 0 0 0
2539 2059 20 5 0 0 0
2545 2042 28 5 0 0 0
2537 2053 12 5 0 0 0
2535 2064 28 5 0 0 0
2527 2051 14 5 0 0 0
2536 2052 39 5 0 0 0
2522 2058 19 5 0 0 0
2534 2061 8 5 0 0 0
2520 2054 41 5 0 0 0
2524 2063 38 5 0 0 0
2527 2048 42 5 0 0 0
2513 2060 44 5 0 0 0
2519 2063 29 5 0 0 0
2509 2067 38 5 0 0 0
2529 2050 32 5 0 0 0
2514 2071 31 5 0 0 0
2529 2053 49 5 0 0 0
2523 2042 32 5 0 0 0
2546 2086 31 5 0 0 0
2550 2077 34 5 0 0 0
2544 2090 40 5 0 0 0
2545 2082 22 5 0 0 0
2554 2074 25 5 0 0 0
2556 2076 41 5 0 0 0
2538 2091 28 5 0 0 0
2550 2069 40 5 0 0 0
2553 2081 16 5 0 0 0
2552 2082 47 5 0 0 0
2557 2102 42 5 0 0 0
2547 2103 39 5 0 0 0
2562 2103 33 5 0 0 0
2565 2098 45 5 0 0 0
2547 2095 32 5 0 0 0
2564 2088 42 5 0 0 0
2565 2107 48 5 0 0 0
2543 2098 46 5 0 0 0
2546 2109 31 5 0 0 0
2561 2105 23 5 0 0 0
2527 2076 19 5 0 0 0
2531 2068 21 5 0 0 0
2534 2080 13 5 0 0 0
2521 2082 14 5 0 0 0
2531 2081 4 5 0 0 0
2538 2089 17 5 0 0 0
2522 2085 3 5 0 0 0
2539 2068 14 5 0 0 0
2540 2071 24 5 0 0 0
2538 2087 1 5 0 0 0
2523 2081 27 5 0 0 0
2524 2089 32 5 0 0 0
2529 2075 32 5 0 0 0
2516 2087 22 5 0 0 0
2524 2076 41 5 0 0 0
2537 2078 28 5 0 0 0
2538 2073 36 5 0 0 0
2523 2084 40 5 0 0 0
2518 2069 41 5 0 0 0
2530 2096 35 5 0 0 0
2642 2095 56 5 0 0 0
2641 2090 48 5 0 0 0
2637 2090 63 5 0 0 0
2632 2092 45 5 0 0 0
2648 2095 45 5 0 0 0
2643 2083 62 5 0 0 0
2637 2087 38 5 0 0 0
2654 2088 45 5 0 0 0
2644 2094 67 5 0 0 0
2626 2084 48 5 0 0 0
2640 2096 37 5 0 0 0
2630 2093 35 5 0 0 0
2639 2105 35 5 0 0 0
2647 2094 31 5 0 0 0
2627 2101 41 5 0 0 0
2631 2110 32 5 0 0 0
2620 2100 34 5 0 0 0
2643 2097 23 5 0 0 0
2622 2109 35 5 0 0 0
2624 2086 33 5 0 0 0
2649 2071 26 5 0 0 0
2646 2073 35 5 0 0 0
2658 2067 28 5 0 0 0
2642 2065 36 5 0 0 0
2657 2058 33 5 0 0 0
2646 2080 28 5 0 0 0
2643 2055 34 5 0 0 0
2653 2079 21 5 0 0 0
2641 2075 43 5 0 0 0
2632 2066 36 5 0 0 0
2642 2074 14 5 0 0 0
2637 2081 18 5 0 0 0
2650 2079 12 5 0 0 0
2636 2073 23 5 0 0 0
2639 2091 17 5 0 0 0
2637 2066 13 5 0 0 0
2646 2090 11 5 0 0 0
2649 2080 2 5 0 0 0
2628 2080 23 5 0 0 0
2632 2092 23 5 0 0 0
2605 2109 21 5 0 0 0
2614 2105 8 5 0 0 0
2600 2101 22 5 0 0 0
2613 2115 17 5 0 0 0
2621 2103 23 5 0 0 0
2609 2115 9 5 0 0 0
2622 2117 14 5 0 0 0
2597 2114 21 5 0 0 0
2600 2098 13 5 0 0 0
2603 2100 31 5 0 0 0
2605 2089 21 5 0 0 0
2610 2085 28 5 0 0 0
2597 2093 26 5 0 0 0
2616 2094 28 5 0 0 0
2596 2085 32 5 0 0 0
2594 2090 17 5 0 0 0
2615 2097 19 5 0 0 0
2594 2100 32 5 0 0 0
2609 2080 37 5 0 0 0
2597 2084 42 5 0 0 0
2620 2106 69 5 0 0 0
2620 2116 68 5 0 0 0
2612 2103 65 5 0 0 0
2616 2117 78 5 0 0 0
2628 2105 63 5 0 0 0
2621 2110 83 5 0 0 0
