          10

  -5.16331196E-02 -0.255374253       8.36729482E-02   5.00000000    
   5.69583130      -4.12244081       7.29563856       5.00000000    
   1.93596506       9.08190346      -2.89369369       5.00000000    
 -0.436294675      -11.9797192       6.48310852       5.00000000    
  -1.97853601       5.38322639      -11.3196335       5.00000000    
   14.9833813       20.0249519      -7.54672718       5.00000000    
   5.31844139       17.9548206      -6.02901649       5.00000000    
   20.8462639       12.5902786      -10.7642126       5.00000000    
   4.28296375       27.8904152      -5.56889105       5.00000000    
  -4.56406212       16.5343819      -6.59329987       5.00000000    
