          10

   1.09249353E-02 -0.200140715      0.322309911       5.00000000    
   3.18069196      -5.86543226      -7.28407192       5.00000000    
  -3.21109366      -4.89368057       8.54357910       5.00000000    
   2.85438752       2.67865944      -12.4698248       5.00000000    
  -10.7707253       1.64069843       8.15129948       5.00000000    
  -2.03187728       11.3604231      -11.6029921       5.00000000    
  -5.09308529       12.6786518      -21.0312119       5.00000000    
  -4.82950687       18.1802177      -4.84550476       5.00000000    
  -4.74459410       2.71902275      -21.8584862       5.00000000    
  -8.25283623       12.3749104      -30.5140247       5.00000000    
